gene	Esophagus...Mucosa	Pancreas	Pituitary	Whole.Blood	Cells...Transformed.fibroblasts	Minor.Salivary.Gland	Lung
ENSG00000215785.2	0.1052	0.047045	0.7497	0.001	0.001	0.1542	0.08609
ENSG00000264181.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207213.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000120948.11	84.32	31.97	103.9	20.51	92.34	82.42	104
ENSG00000009724.12	2.019	2.1865	5.134	0.4127	2.918	4.079	3.82
ENSG00000271895.1	11.22	9.7195	46.11	5.437	11.67	18.21	21.53
ENSG00000116649.5	58.97	90.535	71.75	18.5	180.9	51.27	63.32
ENSG00000171824.9	40.51	17.58	63.61	14.99	58.84	40.88	57.07
ENSG00000226849.1	2.827	1.4385	6.378	1.076	1.868	3.992	5.527
ENSG00000230337.1	0.7971	0.1799	1.456	0.118	1.669	0.5007	0.4596
ENSG00000198793.8	13.08	6.072	17.43	3.503	16.81	13.32	15.39
ENSG00000225602.1	0.001	0.001	0.0821	0.001	0.001	0.001	0.001
ENSG00000253086.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000271794.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171819.4	0.7063	0.14885	7.318	0.07388	0.1091	1.726	1.67
ENSG00000207451.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000238173.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000120942.9	6.178	4.9305	8.128	3.088	11.66	7.768	8.001
ENSG00000238199.1	0.07485	0.121	0.08308	0.001	0.1279	0.1168	0.11
ENSG00000224338.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204624.6	0.03414	0.20545	3.341	0.05211	0.03466	0.05086	0.1164
ENSG00000235643.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116661.9	11.43	53.365	231.4	2.095	0.9676	20.36	10.16
ENSG00000132879.9	17.88	16.78	97.75	9.444	20.27	30.79	25.08
ENSG00000116663.6	13.68	9.322	11.61	19.72	10.73	13.56	20.76
ENSG00000116670.10	8.807	11.995	18.92	20.4	31.54	14.68	26.08
ENSG00000162490.6	0.02884	0.01578	0.02913	0.4494	0.02989	0.2073	0.1661
ENSG00000177674.11	32.41	16.23	27.25	166.7	45.22	28.22	60.04
ENSG00000215910.3	0.006324	0.001	0.06558	0.02142	0.009376	0.01115	0.02907
ENSG00000177553.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000177000.6	8.732	4.282	20.16	5.62	8.703	5.822	21.69
ENSG00000011021.17	9.725	5.7475	34.66	3.545	16.42	11.57	26.72
ENSG00000242349.1	1.967	1.798	17.84	2.654	0.9207	3.44	7.692
ENSG00000175206.6	1.845	1.2295	5.937	1.884	1.18	2.35	4.847
ENSG00000120937.8	0.1243	0.1505	0.5788	0.1217	0.1072	0.2337	0.3641
ENSG00000224904.1	0.001	0.001	0.02893	0.001	0.001	0.001	0.007515
ENSG00000199347.1	0.001	0.001	0.3324	0.001	0.001	0.001	0.001
ENSG00000201801.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116685.11	35.8	24.935	53.64	47.07	60.63	44.12	43.56
ENSG00000083444.12	26.57	24.005	50.14	42.31	281.2	50.16	76.29
ENSG00000116688.12	81.32	15.585	56.19	49.42	71.94	48	64.37
ENSG00000270914.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116691.6	13.44	10.49	18.23	50.03	12.87	13.13	36.15
ENSG00000202461.1	0.3075	0.2637	0.2898	0.277	0.001	0.2783	0.8358
ENSG00000243539.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000120949.10	0.2953	0.05859	0.09674	5.26	0.05812	0.3794	1.093
ENSG00000201135.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227875.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000028137.12	11	4.2415	15.73	481	16.97	15.49	99.03
ENSG00000263676.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225196.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252969.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000048707.9	17.62	4.97	10.76	2.946	11.9	13.84	15.61
ENSG00000239149.1	3.251	1.018	2.007	0.5094	0.8138	1.962	3.064
ENSG00000229484.1	0.001	0.24	0.1098	0.001	0.001	0.08381	0.3631
ENSG00000162496.4	88.23	41.58	48.73	8.262	26.82	60.81	68.1
ENSG00000221340.1	0.9038	0.32805	0.445	0.001	0.3072	0.4155	0.7091
ENSG00000272482.1	1.976	0.51545	2.515	0.1243	1.192	1.81	1.34
ENSG00000204518.2	0.001	0.001	0.06376	0.001	0.09202	0.001	0.04528
ENSG00000226166.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000188984.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000238771.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000157330.5	0.001	0.014095	0.2544	0.001	0.001	0.001	0.2454
ENSG00000116726.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116721.9	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228338.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204513.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231103.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000179172.7	0.07257	0.02498	0.084	0.05517	0.1504	0.07017	0.08516
ENSG00000120952.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000243073.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000187545.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204510.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207434.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234064.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000232423.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250894.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204508.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239810.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250113.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204505.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233336.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229978.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236179.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000179412.8	0.001	0.001	0.001	0.001	0.04559	0.001	0.02903
ENSG00000224199.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229571.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204503.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233394.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204502.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231219.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207511.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000182330.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237700.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204501.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228229.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204495.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204491.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204488.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204486.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204485.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224581.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000157358.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204481.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204480.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204479.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204478.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000162494.5	0.2182	0.001	0.07182	0.001	0.001	0.3217	0.05896
ENSG00000259961.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215909.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000162493.12	13.72	2.3955	3.078	0.05277	10.23	10.69	35.11
ENSG00000222952.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266358.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237445.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000253085.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116731.18	17.33	4.993	14.7	7.764	18.7	17.73	18.59
ENSG00000252151.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231606.1	0.001	0.001	0.001	0.001	0.001	0.001	0.07417
ENSG00000234593.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000189337.11	24.76	3.269	4.772	1.463	6.738	9.486	15.34
ENSG00000235829.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000175147.7	1.617	6.099	0.9503	0.001	0.001	1.564	0.7181
ENSG00000171729.9	21.14	27.565	11.42	0.7478	2.101	15.96	24.57
ENSG00000204464.3	0.05198	0.1321	0.001	0.001	0.001	0.05929	0.001
ENSG00000215720.4	0.001	0.078035	0.001	0.001	0.001	0.001	0.001
ENSG00000142621.15	0.05052	0.179	0.5685	0.06057	0.2709	0.2188	1.364
ENSG00000233485.1	0.03054	0.1302	0.7809	0.0204	0.169	0.08611	0.2823
ENSG00000236045.1	0.001	0.1047	0.2331	0.001	0.144	0.1091	0.08949
ENSG00000228140.1	0.02518	0.061765	0.4397	0.4829	0.03034	0.032	0.2805
ENSG00000142634.8	74.08	48.865	51.97	444.7	64.42	41.66	117.6
ENSG00000162438.7	0.4225	3543.5	0.4761	0.8062	0.3737	0.3569	0.4884
ENSG00000142615.7	0.6421	5500.5	0.724	0.1528	0.4594	0.3561	0.3488
ENSG00000215704.5	0.2688	1198	0.3686	0.1031	0.1236	0.1355	0.3828
ENSG00000132906.13	8.389	7.75	27.39	5.84	5.259	6.113	9.953
ENSG00000116138.8	6.074	3.511	7.994	1.615	9.157	6.861	6.556
ENSG00000251866.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272510.1	0.2668	0.1807	0.4223	0.001	0.001	0.6653	0.2072
ENSG00000116771.5	0.8387	0.4381	0.7421	0.7952	1.3	1.61	0.2766
ENSG00000237301.1	0.0766	0.05502	0.6305	0.01944	0.09466	0.1833	0.1168
ENSG00000235084.2	1.036	0.69075	2.412	0.7307	1.431	1.455	1.422
ENSG00000252417.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236500.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197312.7	25.99	5.6445	8.667	2.188	14.46	18.22	17.28
ENSG00000271742.1	0.001	0.001	0.2072	0.001	0.001	0.1193	0.1981
ENSG00000116786.7	63.45	22.725	56.83	41.75	77.32	50.41	108
ENSG00000237938.1	1.417	0.74425	1.372	0.5174	1.774	1.486	2.363
ENSG00000162461.7	1.86	2.8725	7.64	0.6649	0.9934	2.56	4.889
ENSG00000162460.6	0.001	0.03388	0.001	0.001	0.001	0.001	0.03573
ENSG00000224459.1	0.001	0.001	0.001	0.001	0.001	0.001	0.2706
ENSG00000162458.8	22.47	13.3	13.42	0.1581	28.76	30.52	50.19
ENSG00000224321.1	0.2836	0.21255	0.1741	0.2182	0.7356	0.2805	0.5145
ENSG00000233954.4	25.52	6.6165	16.97	5.558	41.39	18.12	15.71
ENSG00000178715.7	1.057	0.76625	0.8152	0.7951	1.332	0.8957	1.523
ENSG00000179743.2	3.759	2.2085	12.75	2.73	2.064	4.622	5.561
ENSG00000065526.6	21.88	10.31	23.05	8.527	20.64	22.8	32.5
ENSG00000238818.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000270620.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000116809.7	19.03	9.432	23.67	17.39	17.06	18.88	31.11
ENSG00000234607.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231353.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224966.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183888.4	0.0141	0.011195	0.0142	0.001	0.001	1.119	0.02349
ENSG00000173641.13	9.109	2.528	7.145	0.755	9.578	6.794	22.34
ENSG00000186510.7	0.08367	2.117	29.26	0.01883	0.0457	2.497	0.601
ENSG00000232456.1	0.3096	0.3496	2.124	0.001	0.001	0.5739	0.001
ENSG00000184908.13	0.06973	0.48825	3.418	0.001	0.0421	9.175	0.4201
ENSG00000185519.8	1.408	1.701	11.71	0.001	0.235	1.18	0.08038
ENSG00000142627.9	207.2	7.4	12.7	0.1222	11.23	38.96	33.08
ENSG00000227959.1	4.615	0.5943	0.4562	0.001	0.2098	2.992	1.04
ENSG00000224621.1	3.31	0.52595	0.2365	0.001	0.1369	2.365	0.633
ENSG00000142632.12	26.58	6.378	3.697	2.031	8.147	21.13	8.591
ENSG00000237276.4	6.983	1.242	0.6214	0.372	0.3877	4.221	0.9137
ENSG00000204377.3	2.12	1.0135	5.837	0.2587	1.71	2.008	1.496
ENSG00000132881.7	4.913	2.5645	10.55	0.981	5.89	4.849	4.25
ENSG00000233929.1	1.786	1.1355	1.135	1.499	1.015	1.271	2.09
ENSG00000037637.6	11.15	3.887	11.61	6.003	8.526	8.931	10.85
ENSG00000055070.12	55.9	14.8	32.82	35.04	95.33	37.65	60.45
ENSG00000226457.1	0.1532	0.07852	0.113	0.09176	0.3767	0.09125	0.1488
ENSG00000187144.7	0.01419	0.083555	0.04137	0.009907	0.01226	0.02183	0.04044
ENSG00000157191.15	50.01	12.62	31.24	47.34	73.71	36.12	77.81
ENSG00000226029.1	1.173	0.88825	3.774	0.7226	1.303	1.985	2.742
ENSG00000080947.10	2.212	1.791	14.75	0.9054	2.844	3.768	4.499
ENSG00000206652.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000261135.1	0.1855	0.89145	1.325	0.001	0.173	0.3057	0.3576
ENSG00000224174.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233421.3	0.04352	0.3214	0.1786	0.001	0.03629	0.0898	0.212
ENSG00000268674.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225710.1	0.001	0.001	0.001	0.001	0.04865	0.001	0.001
ENSG00000266584.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000219481.6	5.932	3.079	11	0.9197	11.71	8.559	7.63
ENSG00000271732.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215908.5	19.79	12.415	31.95	10.86	22.12	25.7	30.96
ENSG00000186301.7	6.32	15.885	9.094	0.5442	2.499	9.742	6.693
ENSG00000207513.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237847.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264742.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236698.1	0.7016	0.4956	0.6005	0.1337	1.261	0.7446	0.763
ENSG00000268869.1	0.06573	0.5511	0.9483	0.02372	0.001	0.4443	0.08289
ENSG00000268991.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000058453.12	14.45	7.9565	21.15	3.308	10.23	12.63	15.73
ENSG00000207389.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227684.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186715.6	1.838	20.52	3.35	0.139	0.6414	3.023	4.493
ENSG00000223643.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000230239.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000263811.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228549.2	0.1524	1.415	0.4664	0.02692	0.04455	0.2944	0.2708
ENSG00000238142.1	4.668	6.4315	5.607	2.526	6.164	7.497	10.4
ENSG00000235241.1	1.996	2.044	2.939	0.9285	2.821	2.195	3.43
ENSG00000207005.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272426.1	0.2807	0.088235	0.9053	0.1942	0.1858	0.2096	0.3248
ENSG00000117122.9	2.223	4.1235	9	0.03228	41.39	7.318	10.98
ENSG00000226526.1	0.001	0.001	0.1654	0.001	0.3771	0.08871	0.2735
ENSG00000159363.13	28.62	32.61	105.1	12.67	24.94	36.02	35.06
ENSG00000117118.5	51.81	25.125	38.96	33.89	65.83	44.03	51.21
ENSG00000117115.8	1.18	0.64205	3.985	87.2	0.1008	19.48	7.8
ENSG00000252180.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204362.5	0.4417	0.001	0.09613	0.001	0.356	0.07215	0.001
ENSG00000142623.8	205.6	0.03311	0.03975	0.01741	0.1662	0.6451	0.0339
ENSG00000142619.4	18.48	0.001	0.06864	0.001	0.04327	0.09813	0.001
ENSG00000266634.1	0.2943	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000159339.9	0.148	0.052585	0.2191	204	0.001	0.1296	9.769
ENSG00000269468.1	0.001	0.001	0.001	0.8297	0.001	0.001	0.001
ENSG00000256049.2	0.001	0.001	0.001	0.1947	0.001	0.001	0.001
ENSG00000179051.9	88.54	13.985	18.02	15.95	58.7	58.17	47.86
ENSG00000239020.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000074964.12	32.42	22.71	11.84	1.853	11.46	30.96	19.16
ENSG00000236648.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000117148.6	0.04026	0.001	0.001	0.001	0.09315	0.001	0.001
ENSG00000261781.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000117154.7	0.4487	0.5029	1.741	0.08417	0.01409	1.54	2.803
ENSG00000230035.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225387.1	0.001	0.001	1.091	0.001	0.001	0.001	0.001
ENSG00000179023.7	1.631	1.8835	0.07276	0.001	0.001	2.411	0.798
ENSG00000235282.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225478.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000009709.7	0.001	0.001	0.02422	0.001	0.001	0.00903	0.001
ENSG00000179002.5	0.01512	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000159423.12	49.8	2.9445	17.54	3.551	12.47	11.81	12.51
ENSG00000265606.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221662.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000169991.6	42.26	13.695	11.57	2.273	8.142	21.04	13.52
ENSG00000272084.1	0.8097	0.26025	4.013	0.6045	0.373	0.8804	1.484
ENSG00000127481.10	22.04	10.76	31.88	11.61	32.46	22.62	35.22
ENSG00000266098.1	0.5708	0.2947	1.367	0.3678	0.5565	0.9117	1.295
ENSG00000230424.1	0.4668	0.6049	1.375	0.45	1.073	1.155	1.133
ENSG00000127463.9	10.59	4.074	13.51	1.937	36.22	9.009	12.81
ENSG00000053372.4	28.65	15.08	15.69	4.503	53.97	17.97	18.73
ENSG00000211454.9	0.6645	8.487	1.873	0.08444	0.4579	0.7677	0.6531
ENSG00000162482.4	1.978	122.1	3.96	0.3432	0.9956	1.839	1.431
ENSG00000270728.1	1.204	1.1045	1.969	0.07951	2.788	1.934	1.334
ENSG00000053371.8	62.44	31.575	60.03	16.52	89.65	42.83	47.12
ENSG00000200403.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000040487.8	9.761	8.79	29.06	5.91	17.42	12.07	17.05
ENSG00000265192.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000077549.13	156.2	25.735	94.61	211	205	96.13	176.6
ENSG00000240490.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000201609.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239027.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235185.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173436.9	23.71	7.4045	32.72	5.115	26.86	15.79	22.34
ENSG00000226396.1	5.723	2.636	14.47	3.749	4.031	5.028	10.79
ENSG00000158747.9	143.3	9.059	117.9	1.47	79.04	52.46	257.8
ENSG00000158748.3	0.05177	0.001	0.2276	0.04869	0.0294	0.02749	0.0486
ENSG00000162542.9	14.36	9.5935	9.694	4.325	8.913	18.35	13.06
ENSG00000178828.5	0.001	21.17	0.001	0.001	0.001	0.07173	0.001
ENSG00000235434.1	0.001	0.56055	0.001	0.001	0.001	0.001	0.001
ENSG00000169914.5	5.93	3.359	10.96	1.111	6.927	6.724	10.37
ENSG00000188784.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242688.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000188257.6	43.26	3.4005	3.377	0.814	0.9522	142	27.14
ENSG00000127472.6	2.785	0.32335	0.1314	0.03112	0.3155	1.66	6.697
ENSG00000117215.10	0.04199	0.001	0.03364	0.04352	0.001	0.2407	0.2131
ENSG00000158786.4	0.0298	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227066.1	0.02483	0.02337	0.08564	0.01619	0.001	0.04779	0.1156
ENSG00000187980.6	0.1946	0.001	0.0471	0.04959	0.001	0.04181	0.03822
ENSG00000225986.1	5.545	0.1003	3.366	0.4559	0.001	1.543	0.9794
ENSG00000162543.5	1.225	0.47345	5.937	0.2749	0.02343	1.394	2.577
ENSG00000228105.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000158816.11	0.009696	0.048295	7.4	0.004985	0.001	0.006593	0.2662
ENSG00000226664.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236963.1	0.001	0.001	0.07819	0.001	0.009979	0.01156	0.03098
ENSG00000226487.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000162545.5	30.52	4.9705	66.56	1.066	76.13	8.703	117.5
ENSG00000090432.5	32.34	14.08	30.62	13.73	44.87	27.04	29.9
ENSG00000215520.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183114.6	0.3847	0.32495	1.346	0.01325	0.1679	0.6024	0.4627
ENSG00000158825.5	119.3	0.5642	1.943	377.1	20.67	2.621	13.69
ENSG00000158828.5	40.62	14.66	42.53	47.07	44.39	42.9	37.26
ENSG00000257033.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000244038.5	129.5	136.25	179.7	68.7	386.1	141.2	167.1
ENSG00000117245.8	0.4845	0.21755	2.108	0.06251	0.5629	0.681	5.227
ENSG00000235432.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000189410.7	0.211	0.03825	0.4266	0.02947	2.151	0.1832	0.2431
ENSG00000233069.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000127483.13	61.95	24.05	54.88	14.77	89.28	56.62	76.99
ENSG00000075151.15	22.81	5.8465	39.59	9.297	50.12	14.99	25.22
ENSG00000251914.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221808.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233072.1	0.001	0.001	0.167	0.001	0.001	0.001	0.001
ENSG00000236073.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235112.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266867.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000117298.10	29.43	52.29	81.17	65.99	125.8	46.22	127.9
ENSG00000236936.1	0.001	0.2428	0.4207	0.5431	0.05729	0.001	0.2786
ENSG00000231105.1	0.1879	0.1749	1.035	1.079	0.2304	0.2629	0.6002
ENSG00000236216.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228823.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236009.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227001.2	1.419	0.9174	3.369	0.3337	5.847	1.895	1.406
ENSG00000187952.8	1.07	0.55145	0.4601	0.09502	2.778	1.02	0.7006
ENSG00000186543.7	0.001	0.043065	0.001	0.001	0.001	0.001	0.001
ENSG00000142794.14	2.023	1.1585	4.14	0.4897	9.736	2.801	1.864
ENSG00000176378.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000162551.9	5.882	3.026	12.93	635.8	5.944	8.867	109.9
ENSG00000233431.1	0.001	0.04207	0.08693	2.047	0.001	0.001	0.1259
ENSG00000221781.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000076864.15	6.68	54.16	55.49	1.7	0.3386	31.24	13.3
ENSG00000090686.11	18.16	9.017	28.02	9.742	30.13	24.71	24.36
ENSG00000231978.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000187942.7	1.162	0.3818	1.531	0.07705	1.226	4.154	2.309
ENSG00000142798.12	27.52	11.025	11.45	0.262	121.1	36.35	50.72
ENSG00000232037.2	0.09202	0.12095	0.1392	0.001	0.129	0.09438	0.1475
ENSG00000219073.3	1.081	10885	0.9362	0.2306	0.89	0.5922	0.4175
ENSG00000264385.1	0.001	6.923	0.001	0.001	0.001	0.001	0.001
ENSG00000263991.1	0.001	57.485	0.001	0.001	0.001	0.001	0.001
ENSG00000201919.1	0.001	18.7	0.001	0.001	0.001	0.001	0.001
ENSG00000142789.15	3.559	27130	3.001	0.7341	2.96	2.065	1.373
ENSG00000263582.1	0.001	9.766	0.001	0.001	0.001	0.001	0.001
ENSG00000263929.1	0.001	132.1	0.001	0.001	0.001	0.001	0.001
ENSG00000201273.1	0.001	47.635	0.001	0.001	0.001	0.001	0.001
ENSG00000228397.1	0.001	0.3088	0.08626	0.05728	0.3307	0.117	0.1276
ENSG00000218510.3	9.999	63.46	26.54	9.134	27.07	17.84	20.33
ENSG00000070831.11	133.3	32.09	69.83	166.9	177.2	102.9	140
ENSG00000230068.2	0.1172	0.073355	0.1835	0.1225	0.1352	0.1368	0.1976
ENSG00000271428.1	0.1495	0.10535	0.1791	0.09355	0.1421	0.2336	0.2523
ENSG00000271840.1	0.8068	0.17745	0.9621	0.7649	0.07766	0.7484	1.258
ENSG00000162552.10	12.73	1.1935	6.681	0.2555	0.07427	2.315	0.9319
ENSG00000266564.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234397.3	0.001	0.001	0.2663	0.001	0.001	0.001	0.001
ENSG00000184677.12	10.13	8.5535	21.33	4.726	12.99	13.4	19.45
ENSG00000237200.1	0.5947	0.46375	1.178	0.1498	0.4388	1.002	1.471
ENSG00000070886.6	0.02234	0.7524	1.294	0.00544	0.006609	0.008508	0.01776
ENSG00000173372.12	20.4	14.005	45.81	25.98	0.286	51.45	387.9
ENSG00000159189.7	23.59	16.235	44.03	13.28	0.2489	64.66	315.7
